EP01: IN
EP01: はあ？ | 啊？
EP03: だからワシがおめえらを鍛えてやる | 所以我会好好锻炼你们的
EP03: 今日はもう寝な　明日から始めるぜ | 今天先睡吧 明天再开始
EP03: メガネはすぐに筋トレ始めろ | 四眼仔你现在就开始练
EP03: あ　はい | 啊 好的
EP03: 若いっすね　おばあさん | 真年轻啊 你奶奶
EP03: ウザいっしょ | 很烦人吧
EP03: 綾瀬さん　すいませんでした | 绫濑同学 对不起
EP03: あのデカいやつと戦った時 | 之前和那个大家伙战斗时
EP03: 正直　必死すぎて　ジブンのことしか考えられなかったです | 说实话我太投入了 只顾着考虑自己了
EP03: ごめんなさい | 对不起
EP03: いや　しょうがないじゃん　そんなの | 这也没办法吧
EP03: でも　綾瀬さんは違ったじゃないですか | 但是绫濑同学就不一样
EP03: ジブンも助けて　バケモノもやっつけて | 不仅救了我 还打败了怪物
EP03: だけど　次あんなことがあったら | 不过 如果以后还有这样的事
EP03: ジブンが綾瀬さんを助けられるようにがんばりますから | 我会尽力帮上绫濑同学的忙
EP03: だから　幻滅してほしくないっす | 所以 你不要对我太失望
EP03: 友達を　やめないでください | 请你继续跟我做朋友了
EP03: 幻滅なんかしないし　考えすぎ | 我才没有失望 你想太多了
EP03: じゃあ　なんでさっきすぐバンってドア閉めたんですか | 那你刚才干嘛一下把门关上了
EP03: あっ　それは　あの… | 啊 那是那个…
EP03: ほら　みたことか　やっぱり幻滅したんだ | 看吧 你果然对我失望了
EP03: 違うっつってんだろ | 我都说了没有
EP03: むしろ今幻滅してるわ　いちいちめんどくせえ | 不如说现在更失望 斤斤计较的烦死了
EP03: すいません | 对不起
EP03: カッコよかったよ　戦ってる時は | 你战斗的时候很帅哦
EP03: でも　オカルンどんくさいし | 但超然仔傻傻的
EP03: たぶん　次もウチが助けちゃうわ | 下次多半也是我出力
EP03: 今日はそこで寝て　今布団持ってくるね | 今天你就在这睡吧 我去给你拿被子
EP03: 綾瀬さん | 绫濑同学
EP03: あの　その… | 我想说 那个…
EP03: ジブンは… | 我…
EP03: ノド渇いたんで　水ください | 有点渴了 想喝水
EP03: この麦茶　持ってっていい | 这壶麦茶 我拿走了
EP03: おうよ | 好
EP03: 衝撃のニュースが飛び込んできました | 插入一则爆炸性新闻
EP03: 人気アイドルの翔馬さんに　隠し子がいることが判明しました | 人气偶像翔马先生 近日被发现有私生子
EP03: また年齢も二十歳ではなく　27歳だったということです | 并且其年龄并非20岁 而是27岁
EP03: こいつはラーメンじゃなくて　カレー好きってところも訂正しろや | 把他喜欢吃咖喱而不是拉面这点也更正一下啊
EP03: なお…お相手の方とは… | 并且…他与其对象…
EP03: 籍を…入れてない…とのこと… | 没有…办理…结婚手续…
EP03: どうでもいいわ　そんなニュース | 这种新闻根本无所谓啦
EP03: 綾瀬さん | 绫濑同学
EP03: ヤバい　オカルンが… | 糟糕了 超然仔他…
EP03: トイレ行きたいんだって | 想去上厕所
EP03: 行けや | 那就去啊
EP03: いや　これマジでヤバい案件なんだって | 不是 现在的问题真的很严重
EP03: 障害物とかでオカルンが見えないと呪いが解けちゃうの | 要是障碍物挡住我的视线 诅咒就会暴走
EP03: つまり　オカルンがトイレしてるとこ見てなきゃいけないんだよ | 也就是说 我必须看着超然仔上厕所啊
EP03: 見ろや | 那就看着啊
EP03: そんなもん　ぜってえ見たくねえ | 我才不要看
EP03: 誰が見せるか | 谁要给你看了
EP03: 人の尊厳を踏みにじる行為だ | 这是践踏尊严的行为
EP03: って　よそ見しないでくださいよー | 你别东张西望啊
EP03: ねえ　何かいい方法ない | 有没有什么好办法
EP03: わからん | 没有
EP03: そもそも　おめえ　どんな感じで呪い抑えてんの | 说起来你是怎么压制诅咒的
EP03: えっとねえ　なんつうのかな | 这个嘛 该怎么说呢
EP03: オカルンに「炎」が見えるっていうか | 我能看到超然仔身上的气场
EP03: オーラ？ | 气场？
EP03: そのオーラをギューッて握りつぶすと　オーラが小さくなって | 只要用力捏住气场 它就会变小
EP03: 呪いが抑えられるって感じ | 然后诅咒就被压制住了
EP03: オーラは誰にでもあって | 每个人都有各自的气场
EP03: 色はいろいろなんだけど | 只是颜色各不相同
EP03: そこの木とか　石ころにもある | 那边的树和地上的石子也有
EP03: ウチはそのオーラをつかめて自由に動かせる | 我能抓住这些气场 随心地驱使它们
EP03: 届く範囲は狭いけどね | 不过能够到的范围比较小
EP03: へえ　超能力ってもっと万能なもんかと思ってたけどよ | 是吗 我还以为超能力会更加万能呢
EP03: 結構制約あんだねえ | 没想到限制还不少
EP03: 超能力に目覚めた瞬間はもっとすごかったのになあ | 刚觉醒超能力的时候比现在厉害多了
EP03: それこそ　イメージが全部現実になる感じっていうか | 感觉所有想象都可以变成现实
EP03: 無敵って感じ | 有种无敌的感觉
EP03: でも　すぐに治まっちゃって | 可是那种感觉很快就消失了
EP03: 今はオーラをつかむくらいしかできねっす | 现在只能抓住气场了
EP03: モモ　ちょっと目つぶれ | 小桃 你闭上眼睛试试
EP03: ムリムリ　そんなことしたら呪い解けちゃうし | 那可不行 诅咒会暴走的
EP03: 要は視覚に頼ってるからダメなんだ | 简单来说 问题在于你过度依赖视觉
EP03: もっと五感を使ってみろ　例えば触覚とかな | 要活用包括触觉在内的五感
EP03: オーラがつかめるってことは　感触があるはずだぜ | 既然你能抓住气场 那也应该会有触感
EP03: そのまま目を閉じて　オーラを肌で感じてみろ | 就这样闭上眼 试着用皮肤感受气场
EP03: ゆっくりと感じるんだ | 慢慢去感受
EP03: 冷たい | 好冷
EP03: どう | 怎么样
EP03: 変身してる | 变身了
EP03: ダメじゃん | 这不还是不行
EP03: 綾瀬さーん | 绫濑同学
EP03: ヤベえな | 这下糟了
EP03: 今のでいよいよ限界に近づきました | 刚才那下把我弄到极限了
EP03: もうもちませんよ | 我已经憋不住了
EP03: どうすんだ　モモ　こいつ脱ぷんすんぞ | 怎么办 小桃 这家伙要喷射了
EP03: てめえがやれって言ったんだろうが | 不是你让我这么干的吗
EP03: トイレしてるとこ見られたくない | 我不想被人看着上厕所
EP03: でも… | 但是…
EP03: 漏らすのはもっとイヤだ | 我更不想拉在裤子里
EP03: ちょっと待て | 给我站住
EP03: トイレ借りま… | 借下厕所…
EP03: てめえ　人んちでクソしようなんて　いい度胸じゃねえか | 你好大胆子 竟然想擅自在别人家拉屎
EP03: こっちも必死なんだ | 我也是不得已
EP03: てめえ | 臭小子
EP03: 誰が便所貸すと言った | 谁说要借你厕所了
EP03: バカですか　あんた | 你是笨蛋吗
EP03: こっちは今すぐにでも漏らせるんだ | 我就快要憋不住了
EP03: ワシも入れろ | 我也要去
EP03: この家でウチより先に走れると思うなよ | 别以为你能在我家跑我前面
EP03: どけーい　大変なことになるぞ | 让开 要出大事了
EP03: やるな　高倉健 | 你很行嘛 高仓健
EP03: もらったー | 得手了
EP03: させるかー | 休想得逞
EP03: 屈辱的だ | 真是屈辱
EP03: お前が言うな | 你就别说了
EP03: 今まで未知の体験に憧れてました | 我一直很向往未知的体验
EP03: 宇宙人に誘拐されたいとか | 像是被外星人绑架什么的
EP03: マジ？ | 真假？
EP03: でもこれはあんまりだ | 但没想到会变成这样
EP03: こんな呪い　さっさと解放されたいっす | 好想尽快摆脱这个诅咒
EP03: モモ　おめえ超能力に目覚めた時 | 小桃 刚觉醒超能力的时候
EP03: 無敵状態だったって言ってたな | 你说自己几乎无敌对吧
EP03: たぶん　それがモモの本来の力なんだろ | 我想那才是你原本的力量
EP03: なんでか　その力は封印されてるみてえだがよ | 只是不知为何 那股力量被封印了
EP03: 何それ　ちょっとカッコよくない | 搞什么 听起来有点帅
EP03: めんどくせえんだよ | 明明很麻烦好吗
EP03: 修行で少しずつ力を解放してかなきゃならねえし | 你得通过修行慢慢解放力量
EP03: それがどのくらい時間がかかるかわからねえ | 而且不知道要花多长时间
EP03: まあ　小僧の肉体改造に時間がかかりそうだからいいんだけどよ | 不过也没差 那小子的肉体锻炼估计也要很久
EP03: 当分　トイレ姿見られなきゃいけないんすか | 这阵子我都得让人看着上厕所吗
EP03: こっちのセリフ… | 这话该我说…
EP03: ばあちゃん　出た　ターボババアが | 奶奶 高速婆婆出现了
EP03: ばあちゃん？ | 奶奶？
EP03: ばあちゃん | 奶奶
EP03: てめえ　ばあちゃんに何してんだよ | 你这家伙 对我奶奶做了什么
EP03: 心臓発作か脳梗塞か　死因を選ばせてやるってんだよ | 心脏病或是脑梗 我在让她自己选怎么死
EP03: ワシの呪いは感染する　このガキを媒介してな | 老身的诅咒可以通过这个小鬼传播给别人
EP03: ガキが見た人間は　全員呪い殺せるのさ | 老身能用诅咒杀死所有他看见的人
EP03: ワシをナメるんじゃねえぜ | 别小瞧老身
EP03: てめえに時間なんかやらねえ | 老身不会给你们时间
EP03: 今夜　トンネルに来い | 今晚就到隧道来
EP03: じゃなきゃ　このガキ使って　そこら辺のヤツら全員呪い殺す | 不然老身就利用这小鬼 咒杀附近所有人
EP03: 今夜だ | 今晚就来
EP03: わかったな | 明白了吧
EP03: 鼻血？ | 鼻血？
EP03: ばあちゃん | 奶奶
EP03: あ　なんだこりゃ | 怎么回事
EP03: 耳からも血出てるし | 你耳朵也流血了
EP03: 頭とか痛くない | 头痛吗
EP03: モモ　何があったか聞こうじゃねえか | 小桃 告诉我发生什么事了
EP03: マジでこれ着んの | 真的要穿这个吗
EP03: 前　見づらいんですけど | 我看不到前面了
EP03: そいつは悪霊用の防弾チョッキだ | 这是对付恶灵用的防弹背心
EP03: ちゃんと着とけよ | 你们要穿好
EP03: 気を抜けば簡単に死ぬからな | 一不小心可是会送命的
EP03: わかってるって | 我知道啦
EP03: ウチら　こう見えて　宇宙人ぶっ倒してるから | 别看我们这样 之前可是打倒过外星人的
EP03: 宇宙人なんかいるわけねえだろ | 这世上哪有什么外星人
EP03: ふざけてんじゃねえ | 别开玩笑了
EP03: あ　はい | 嗯 好的
EP03: 大体おめえがそんなだから　いつもやっかいごと持ってくんだろうがよ | 就是因为你总这样 才老带回来麻烦事
EP03: 小さいころから　ワシの言うことを聞きゃしねえ | 你从小就不听我说的话
EP03: あー　ウザいウザい | 啊 啰嗦啰嗦
EP03: ババアの小言がうるせえなあ | 老太婆的碎碎念烦死人了
EP03: 行こ　オカルン | 走吧 超然仔
EP03: モモ | 小桃
EP03: んだよ　しつけえな | 又干嘛 很烦啊
EP03: 死ぬなよ | 别死了
EP03: お願いします | 拜托了
EP03: どうか二人を　守ってください | 请保佑他们
EP03: なんで電車なんすか | 为什么要坐电车啊
EP03: 自転車じゃ遠すぎるし | 骑自行车太远了
EP03: 着くまでに体力消耗したくないじゃん | 我可不想在到之前就浪费体力
EP03: マジで許さねえ　ターボババア | 我绝对饶不了你 高速婆婆
EP03: すいません　ジブンのために… | 对不起 为我这种人…
EP03: 違えわ | 不是为你
EP03: ヤツはウチの大切なもんを傷つけようとしやがった | 那家伙想要伤害我重要的人
EP03: ターボババアの野郎　ボッコボコにしたるわい | 我要把高速婆婆痛扁一顿
EP03: ちょっと綾瀬さん　こんな所でマズいですよ | 等一下绫濑同学 在这种地方换衣服不好吧
EP03: こんなの　さっさと脱ぎたいの | 我想赶快把这衣服脱掉
EP03: そもそも　いいんですか | 说到底 这样没问题吗
EP03: 悪霊から身を守るための戦闘服なんですよね | 这是保护我们不受恶灵伤害的战斗服吧
EP03: おばあさんが着とけって | 你奶奶叫我们穿着
EP03: 誰がそんなもん着るか | 谁要穿那种东西
EP03: ギャルはおしゃれが戦闘服なの | 时髦的打扮才是辣妹的战斗服
EP03: 着たい服着ないとテンション上がんないじゃん | 不穿自己想穿的怎么提得起劲
EP03: 何笑ってんですか | 你在笑什么啊
EP03: なんか楽しくない | 你不觉得很有趣吗
EP03: 全然　ジブン今　吐きそうです | 完全不觉得 我现在快吐了
EP03: 誰がケバいババアだ　クソだらあ | 谁是花哨婆婆啊 混账东西
EP03: どうしたんですか | 怎么了
EP03: この前　ターボババアにケバいババアって言われたんだよ | 之前高速婆婆说我是花哨婆婆
EP03: そんなことが | 有这事吗
EP03: オカルン　呪いでおかしくなってたから | 你当时给诅咒弄傻了才没听到
EP03: よーし　いくぞ | 好 准备
EP03: 次回「ターボババアをぶっ飛ばそう」 | 下集 「揍飞高速婆婆」
EP03: でも　やっぱり　電車は恥ずかしいです | 不过穿这身坐电车果然很羞耻
EP03: #载客
EP03: #老太婆与老太婆的激战
EP03: #注：日本综艺节目
EP03: #禁止入内
EP03: #震惊 人气偶像翔马(20岁)有私生子。所属事务所已承认
EP03: #震惊 人气偶像翔马(20岁)有私生子。所属事务所已承认
EP03: #紧急记者会！实际年龄27岁
EP03: #翔马(27)被曝有私生子
EP03: #著名偶像被曝年龄欺诈。召开紧急记者会
EP03: #翔马(27)私生子
EP03: #现场直播
EP03: #直播
EP03: #翔马(27)私生子记者会
EP03: #事务所承认
EP03: #紧急记者会
EP03: #演员·翔马(27)承认私生子
EP03: #人气偶像被曝有私生子
EP03: #翔马(27)承认
EP03: #人气偶像承认有私生子。粉丝表示感叹。
EP03: #人气偶像被曝惊人事实…
EP03: #所属事务所召开紧急记者会
EP03: #难道说 翔马(27)私生子丑闻
EP03: #揍飞高速婆婆
EP03: OUT
